basic_tfactortx_id;basic_gene_symbol;basic_ensembl_gene_id;basic_hgnc_id;basic_ncbi_gene_id;basic_protein_name;basic_uniprot_id;basic_jaspar_url;basic_open_targets_url;basic_tf_superclass;basic_tf_class;basic_tf_family;sort_disease_ot_ard_aging_sum_rank;sort_disease_ot_ard_aging_overall_rank;sort_disease_ot_total_assoc_score_rank;sort_disease_ot_ard_total_assoc_count_score_rank;sort_aging_summary_total_db_entries_count_rank;sort_dev_summary_dev_level_category;disease_ot_total_assoc_count;disease_ot_total_assoc_score;disease_ot_total_assoc_count_norm;disease_ot_total_assoc_score_norm;disease_ot_lowconf_count;disease_ot_lowconf_score;disease_ot_lowconf_count_norm;disease_ot_lowconf_score_norm;disease_ot_modconf_count;disease_ot_modconf_score;disease_ot_modconf_count_norm;disease_ot_modconf_score_norm;disease_ot_hiconf_count;disease_ot_hiconf_score;disease_ot_hiconf_count_norm;disease_ot_hiconf_score_norm;disease_ot_ard_disease_count;disease_ot_ard_total_score;disease_ot_ard_disease_count_norm;disease_ot_ard_total_score_norm;disease_ot_ard_strongest_linked_disease;disease_age-related hearing impairment;disease_age-related macular degeneration;disease_Alzheimer disease;disease_atherosclerosis;disease_benign prostatic hyperplasia;disease_cancer;disease_chronic obstructive pulmonary disease;disease_heart failure;disease_Ischemic stroke;disease_myocardial infarction;disease_non-alcoholic fatty liver disease;disease_osteoarthritis;disease_Osteoporosis;disease_Parkinson disease;disease_sarcopenia;disease_type 2 diabetes mellitus;aging_summary_total_db_entries_count;aging_summary_total_db_entries_count_norm;aging_summary_human;aging_summary_mm_influence;aging_summary_ce_influence;aging_summary_dm_influence;aging_PMID35343830_ce;aging_PMID35343830_dm;aging_PMID35343830_mm;aging_PMID35343830_human;aging_hagr_genage_human_inclusion;aging_hagr_genage_ce_influence;aging_hagr_genage_dm_influence;aging_hagr_genage_mm_influence;aging_hagr_cellage_effect;aging_hagr_longevitymap_entries;aging_agingreg_human_influence;aging_senequest_total_entries;aging_opengenes_ce_influence;aging_opengenes_dm_influence;aging_opengenes_mm_influence;aging_opengenes_human_longevity_assoc;dev_summary_total_db_entries_count;dev_summary_dev_level_category;dev_summary_dev_level_category_note;dev_pharos_tcrd_tdl;dev_dgidb_all_drugs;dev_dgidb_MOA_drugs;dev_ttd_approved_drugs;dev_chembl_target_id;dev_chembl_target_name;dev_chembl_target_type;dev_chembl_compounds;dev_chembl_activites;dev_chembl_drug_count;dev_chembl_max_phase;dev_chembl_modality_list;dev_chembl_first_approval_min
TFTX_1492;ZNF695;ENSG00000197472;HGNC:30954;57116;Zinc finger protein 695 (Zinc finger protein SBZF3);Q8IW36;#N/A;https://platform.opentargets.org/target/ENSG00000197472;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2500;935;1123;939;438;5_None;53;2.06;0.02;0.01;50;1.36;0.02;0.02;3;0.7;0.01;0;#N/A;#N/A;#N/A;#N/A;1;0.04;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.037612552;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0957;THAP10;ENSG00000129028;HGNC:23193;56906;THAP domain-containing protein 10;Q9P2Z0;#N/A;https://platform.opentargets.org/target/ENSG00000129028;2 Zinc-coordinating DNA-binding domains;2.9 C2CH THAP-type zinc finger factors;2.9.1 THAP;3226;1354;1124;934;1168;5_None;39;2.06;0.01;0.01;37;1.6;0.01;0.02;2;0.45;0;0;#N/A;#N/A;#N/A;#N/A;1;0.04;0.06;0.01;Chronic Obstructive Pulmonary Disease;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.038056011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1123;ZNF117;ENSG00000152926;HGNC:12897;51351;Zinc finger protein 117 (Provirus-linked krueppel) (h-PLK) (Zinc finger protein HPF9);Q03924;#N/A;https://platform.opentargets.org/target/ENSG00000152926;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;3258;1369;1125;965;1168;5_None;57;2.06;0.02;0.01;56;1.57;0.02;0.02;1;0.49;0;0;#N/A;#N/A;#N/A;#N/A;4;0.03;0.25;0.01;Alzheimer Disease;#N/A;#N/A;0.020402388;#N/A;#N/A;0.002012157;0.006652437;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.004989328;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0366;HMX3;ENSG00000188620;HGNC:5019;340784;Homeobox protein HMX3 (Homeobox protein H6 family member 3) (Homeobox protein Nkx-5.1);A6NHT5;#N/A;https://platform.opentargets.org/target/ENSG00000188620;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;2782;1078;1126;1218;438;5_None;56;2.06;0.02;0.01;55;1.58;0.02;0.02;1;0.48;0;0;#N/A;#N/A;#N/A;#N/A;1;0.01;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.009131702;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0418;HSFY2;ENSG00000169953;HGNC:23950;159119;Heat shock transcription factor, Y-linked (Heat shock transcription factor 2-like protein) (HSF2-like);Q96LI6;#N/A;https://platform.opentargets.org/target/ENSG00000169953;3 Helix-turn-helix domains;3.4 Heat shock factors;3.4.1 HSF;3034;1235;1127;1469;438;5_None;65;2.05;0.02;0.01;65;2.05;0.03;0.03;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;N;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0417;HSFY1;ENSG00000172468;HGNC:18568;86614;Heat shock transcription factor, Y-linked (Heat shock transcription factor 2-like protein) (HSF2-like);Q96LI6;#N/A;https://platform.opentargets.org/target/ENSG00000172468;3 Helix-turn-helix domains;3.4 Heat shock factors;3.4.1 HSF;3035;1237;1128;1469;438;5_None;63;2.05;0.02;0.01;63;2.05;0.02;0.03;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;N;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1256;ZNF346;ENSG00000113761;HGNC:16403;23567;Zinc finger protein 346 (Just another zinc finger protein);Q9UL40;#N/A;https://platform.opentargets.org/target/ENSG00000113761;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;3261;1373;1129;964;1168;5_None;44;2.05;0.01;0.01;42;1.54;0.02;0.02;2;0.5;0;0;#N/A;#N/A;#N/A;#N/A;2;0.03;0.13;0.01;Cancer;#N/A;#N/A;#N/A;#N/A;0.004619748;0.02945613;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1438;ZNF615;ENSG00000197619;HGNC:24740;284370;Zinc finger protein 615;Q8N8J6;#N/A;https://platform.opentargets.org/target/ENSG00000197619;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;1784;597;1130;216;438;5_None;28;2.04;0.01;0.01;23;0.71;0.01;0.01;5;1.33;0.01;0.01;#N/A;#N/A;#N/A;#N/A;3;0.53;0.19;0.14;Alzheimer Disease;#N/A;#N/A;0.266370557;#N/A;#N/A;0.001478319;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.266370557;#N/A;#N/A;1;0.07;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0944;TFCP2;ENSG00000135457;HGNC:11748;7024;Alpha-globin transcription factor CP2 (SAA3 enhancer factor) (Transcription factor LSF);Q12800;https://jaspar.elixir.no/search?q=Q12800;https://platform.opentargets.org/target/ENSG00000135457;6 Immunoglobulin fold;6.7 Grainyhead;6.7.0 Uncharacterized/Undefined;2121;745;1131;552;438;5_None;154;2.04;0.05;0.01;154;2.04;0.06;0.03;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;5;0.14;0.31;0.04;Alzheimer Disease;#N/A;#N/A;0.100805832;#N/A;#N/A;0.038193678;0.001478319;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.001847899;#N/A;0.002587059;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1097;ZHX1;ENSG00000165156;HGNC:12871;11244;Zinc fingers and homeoboxes protein 1;Q9UKY1;#N/A;https://platform.opentargets.org/target/ENSG00000165156;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.8 HD-ZF;2494;933;1132;194;1168;5_None;46;2.03;0.01;0.01;41;0.68;0.02;0.01;5;1.35;0.01;0.01;#N/A;#N/A;#N/A;#N/A;3;0.57;0.19;0.14;Alzheimer Disease;#N/A;#N/A;0.270132308;#N/A;#N/A;0.025556426;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.270132308;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0039;ASCL4;ENSG00000187855;HGNC:24311;121549;Achaete-scute homolog 4 (ASH-4) (hASH4) (Achaete-scute-like protein 4) (Class A basic helix-loop-helix protein 44) (bHLHa44);Q6XD76;#N/A;https://platform.opentargets.org/target/ENSG00000187855;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.2 MyoD-ASC-related;3440;1444;1133;1139;1168;5_None;42;2.03;0.01;0.01;38;1.14;0.01;0.02;4;0.89;0.01;0.01;#N/A;#N/A;#N/A;#N/A;3;0.01;0.19;0;Heart Failure;#N/A;#N/A;0.004434958;#N/A;#N/A;0.001847899;#N/A;0.007391597;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1337;ZNF488;ENSG00000265763;HGNC:23535;118738;Zinc finger protein 488;Q96MN9;#N/A;https://platform.opentargets.org/target/ENSG00000265763;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;2562;971;1134;990;438;5_None;29;2.02;0.01;0.01;24;0.66;0.01;0.01;5;1.36;0.01;0.01;#N/A;#N/A;#N/A;#N/A;1;0.03;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.030138827;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1022;ZBED5;ENSG00000236287;HGNC:30803;58486;Zinc finger BED domain-containing protein 5 (Transposon-derived Buster1 transposase-like protein);Q49AG3;#N/A;https://platform.opentargets.org/target/ENSG00000236287;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.5 BED zinc finger factors;2798;1084;1135;1225;438;5_None;26;2.01;0.01;0.01;22;0.88;0.01;0.01;4;1.14;0.01;0.01;#N/A;#N/A;#N/A;#N/A;2;0.01;0.13;0;Alzheimer Disease;#N/A;#N/A;0.00456725;#N/A;#N/A;0.004065378;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1342;ZNF496;ENSG00000162714;HGNC:23713;84838;Zinc finger protein 496 (Zinc finger protein with KRAB and SCAN domains 17);Q96IT1;#N/A;https://platform.opentargets.org/target/ENSG00000162714;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3709;1517;1136;1405;1168;5_None;43;2.01;0.01;0.01;42;1.66;0.02;0.02;1;0.35;0;0;#N/A;#N/A;#N/A;#N/A;1;0;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.002587059;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0839;SNAPC5;ENSG00000174446;HGNC:15484;10302;snRNA-activating protein complex subunit 5 (SNAPc subunit 5) (Small nuclear RNA-activating complex polypeptide 5) (snRNA-activating protein complex 19 kDa subunit) (SNAPc 19 kDa subunit);O75971;#N/A;https://platform.opentargets.org/target/ENSG00000174446;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;2881;1143;1137;1306;438;5_None;31;2.01;0.01;0.01;30;1.77;0.01;0.02;1;0.23;0;0;#N/A;#N/A;#N/A;#N/A;2;0.01;0.13;0;Alzheimer Disease;#N/A;#N/A;0.003339281;#N/A;#N/A;0.001847899;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1149;ZNF174;ENSG00000103343;HGNC:12963;7727;Zinc finger protein 174 (AW-1) (Zinc finger and SCAN domain-containing protein 8);Q15697;#N/A;https://platform.opentargets.org/target/ENSG00000103343;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.2 Other factors with up to three adjacent zinc fingers;3775;1536;1138;1469;1168;5_None;37;1.99;0.01;0.01;36;1.72;0.01;0.02;1;0.28;0;0;#N/A;#N/A;#N/A;#N/A;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0971;TIGD1;ENSG00000221944;HGNC:14523;200765;Tigger transposable element-derived protein 1;Q96MW7;#N/A;https://platform.opentargets.org/target/ENSG00000221944;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;2451;919;1139;874;438;4_Low;30;1.99;0.01;0.01;27;0.79;0.01;0.01;3;1.19;0.01;0.01;#N/A;#N/A;#N/A;#N/A;3;0.05;0.19;0.01;Cancer;#N/A;#N/A;0.00666362;#N/A;#N/A;0.039306665;0.003695799;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tdark;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0976;TIGD6;ENSG00000164296;HGNC:18332;81789;Tigger transposable element-derived protein 6;Q17RP2;#N/A;https://platform.opentargets.org/target/ENSG00000164296;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;3730;1524;1140;1422;1168;5_None;20;1.99;0.01;0.01;18;1.33;0.01;0.02;2;0.65;0;0;#N/A;#N/A;#N/A;#N/A;1;0;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.001478319;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1420;ZNF589;ENSG00000164048;HGNC:16747;51385;Zinc finger protein 589 (Stem cell zinc finger protein 1);Q86UQ0;#N/A;https://platform.opentargets.org/target/ENSG00000164048;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;1913;655;1141;590;182;5_None;36;1.98;0.01;0.01;35;1.72;0.01;0.02;1;0.26;0;0;#N/A;#N/A;#N/A;#N/A;2;0.13;0.13;0.03;Type 2 Diabetes Mellitus;#N/A;#N/A;#N/A;#N/A;#N/A;0.013181681;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.11431722;2;0.13;Y;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0609;NFYC;ENSG00000066136;HGNC:7806;4802;Nuclear transcription factor Y subunit gamma (CAAT box DNA-binding protein subunit C) (Nuclear transcription factor Y subunit C) (NF-YC) (Transactivator HSM-1/2);Q13952;https://jaspar.elixir.no/search?q=Q13952;https://platform.opentargets.org/target/ENSG00000066136;4 Other all-alpha-helical DNA-binding domains;4.2 Heteromeric CCAAT-binding factors;4.2.1 Heteromeric CCAAT-binding;2398;892;1142;818;438;5_None;71;1.96;0.02;0.01;68;0.71;0.03;0.01;2;0.72;0;0;1;0.54;0.01;0.01;5;0.06;0.31;0.02;Cancer;#N/A;#N/A;0.007391597;#N/A;#N/A;0.041636699;0.002217479;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.005174118;#N/A;0.004804538;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1313;ZNF445;ENSG00000185219;HGNC:21018;353274;Zinc finger protein 445 (ZFP445) (Zinc finger protein 168) (Zinc finger protein with KRAB and SCAN domains 15);P59923;#N/A;https://platform.opentargets.org/target/ENSG00000185219;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;3733;1526;1143;1422;1168;5_None;33;1.96;0.01;0.01;31;1.18;0.01;0.02;2;0.78;0;0.01;#N/A;#N/A;#N/A;#N/A;1;0;0.06;0;Type 2 Diabetes Mellitus;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.001478319;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0773;RFX1;ENSG00000132005;HGNC:9982;5989;MHC class II regulatory factor RFX1 (Enhancer factor C) (EF-C) (Regulatory factor X 1) (RFX) (Transcription factor RFX1);P22670;https://jaspar.elixir.no/search?q=P22670;https://platform.opentargets.org/target/ENSG00000132005;3 Helix-turn-helix domains;3.3 Fork head / winged helix factors;3.3.3 RFX;2075;727;1144;749;182;5_None;107;1.95;0.03;0.01;105;1.07;0.04;0.01;2;0.88;0;0.01;#N/A;#N/A;#N/A;#N/A;4;0.08;0.25;0.02;Cancer;#N/A;#N/A;#N/A;0.007391597;#N/A;0.063592118;0.003695799;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00506386;2;0.13;Y;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1197;ZNF253;ENSG00000256771;HGNC:13497;56242;Zinc finger protein 253 (Bone marrow zinc finger 1) (BMZF-1) (Zinc finger protein 411);O75346;#N/A;https://platform.opentargets.org/target/ENSG00000256771;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;3243;1360;1145;930;1168;5_None;228;1.95;0.07;0.01;225;1.15;0.09;0.02;3;0.8;0.01;0.01;#N/A;#N/A;#N/A;#N/A;8;0.04;0.5;0.01;Cancer;#N/A;#N/A;0.00502122;0.002012157;0.001478319;0.014906444;#N/A;0.001478319;#N/A;0.002956639;#N/A;#N/A;#N/A;0.00311063;#N/A;0.007761177;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
