Gene Name;Overall Rank;All Diseases Rank;ARDs Rank;Strongest Linked ARD;Aging Rank;Human Link Y/N;M. musculus Link;C. elegans Link;D. melanogaster Link;Development Level;Pharos TDL
HOXB2;620;852;558;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;Medium to Low;Tbio
SOX18;620;464;946;Cancer;1161;Yes;None;None;None;None;Tbio
SOX8;623;607;807;Heart Failure;407;Yes;None;None;None;None;Tbio
DBP;624;776;639;Type 2 Diabetes Mellitus;407;Yes;None;None;None;Medium to Low;Tbio
GMEB2;625;941;476;Cancer;407;Yes;None;None;None;None;Tdark
PITX3;626;634;789;Parkinson Disease;407;Yes;None;None;None;None;Tbio
DMRT2;627;444;252;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
TBX20;628;377;320;Myocardial Infarction;1161;No;None;None;None;None;Tbio
TBX15;629;174;524;Cancer;1161;No;None;None;None;None;Tbio
TBXT;630;334;367;Cancer;1161;No;None;None;None;Low;Tbio
PHF19;631;705;727;Cancer;407;Yes;None;None;None;None;Tbio
NFATC4;632;862;571;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
EGR3;632;751;682;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;Medium to Low;Tbio
CREB3L4;632;542;891;Cancer;407;Yes;None;None;None;None;Tbio
ZBTB46;635;453;254;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
VSX1;636;647;792;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
ZXDB;637;1217;479;Type 2 Diabetes Mellitus;127;Yes;None;Pro-Longevity;None;None;Tdark
ZNF689;638;1061;638;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tbio
GATAD2A;639;507;207;Alzheimer Disease;1161;No;None;None;None;None;Tbio
TCF20;640;383;335;Alzheimer Disease;1161;No;None;None;None;None;Tbio
MNT;641;720;1084;Cancer;62;No;None;Anti-Longevity;Pro-Longevity;None;Tbio
ONECUT1;642;430;290;Type 2 Diabetes Mellitus;1161;No;None;None;None;Medium to Low;Tbio
JDP2;643;788;667;Cancer;407;Yes;None;None;None;None;Tbio
AEBP2;644;585;871;Myocardial Infarction;407;Yes;None;None;None;None;Tbio
ZNF114;644;1213;243;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
SOX7;646;401;330;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
NRL;647;706;757;Age-Related Macular Degeneration;407;Yes;None;None;None;None;Tbio
TBX22;648;565;169;Alzheimer Disease;407;No;None;None;None;None;Tbio
IRX5;648;466;998;Cancer;1161;Yes;None;None;None;None;Tbio
ZNF230;650;1248;475;Alzheimer Disease;127;Yes;None;None;Pro-Longevity;None;Tbio
CXXC4;651;498;970;Cancer;407;Yes;None;None;None;Low;Tbio
ZNF628;652;570;172;Alzheimer Disease;1161;No;None;None;None;None;Tdark
BARX2;653;657;816;Cancer;407;Yes;None;None;None;None;Tbio
TCF7L1;653;557;916;Cancer;407;Yes;None;None;None;None;Tbio
ZFP42;655;527;218;Alzheimer Disease;127;No;None;None;None;None;Tbio
ZNF589;655;1141;590;Type 2 Diabetes Mellitus;1161;Yes;None;None;Anti-Longevity;None;Tbio
BATF3;657;666;813;Atherosclerosis;407;Yes;None;None;None;None;Tbio
KCNIP3;658;934;555;Cancer;407;Yes;None;None;None;None;Tbio
NKX3-1;658;724;765;Benign Prostatic Hyperplasia;407;Yes;None;None;None;None;Tbio
USF2;660;969;778;Cancer;127;Yes;None;Pro-Longevity;None;None;Tbio
NKX2-1;661;135;628;Cancer;1161;No;None;None;None;None;Tbio
SP100;662;775;719;Cancer;407;Yes;None;None;None;None;Tbio
ZBED6;663;622;1130;Alzheimer Disease;127;Yes;None;Pro-Longevity;None;None;Tbio
BAZ2B;664;610;888;Cancer;407;Yes;None;None;None;Low;Tchem
HOXA3;665;773;726;Alzheimer Disease;407;Yes;None;None;None;Medium to Low;Tbio
RFX4;666;721;1040;Alzheimer Disease;127;Yes;None;Anti-Longevity;None;None;Tbio
TFAP2C;667;548;959;Cancer;407;Yes;None;None;None;None;Tbio
IRF9;668;955;554;Cancer;407;Yes;None;None;None;None;Tbio
BAZ2A;668;793;716;Cancer;407;Yes;None;None;None;Low;Tchem
NFYA;670;951;564;Cancer;407;Yes;None;None;None;None;Tbio
SETDB2;671;772;744;Atherosclerosis;407;No;None;Pro-Longevity;None;None;Tbio
NKX6-2;672;790;983;Cancer;127;Yes;None;Pro-Longevity;None;None;Tbio
FOXJ1;673;672;847;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;None;Tbio
ZNF708;674;1173;348;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
ZFP14;675;1005;774;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
AHRR;676;600;198;Age-Related Hearing Impairment;1161;No;None;None;None;Low;Tbio
SOX13;677;906;624;Alzheimer Disease;127;Yes;None;None;None;None;Tbio
ZNF646;677;1004;782;Type 2 Diabetes Mellitus;407;Yes;None;None;Anti-Longevity;None;Tdark
KLF1;679;301;502;Cancer;1161;No;None;None;None;None;Tbio
NHLH2;680;577;960;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
DZIP1;681;593;945;Parkinson Disease;407;Yes;None;None;None;None;Tbio
ZNF224;682;1099;703;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tbio
HSF5;683;643;904;Ischemic Stroke;407;No;None;Pro-Longevity;None;None;Tbio
LIN54;683;496;1307;Cancer;407;Yes;None;None;None;None;Tbio
FOXC2;685;368;452;Cancer;1161;No;None;None;None;Low;Tbio
HOXB4;686;865;687;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;Medium to Low;Tbio
ZNF367;687;745;809;Cancer;407;Yes;None;None;None;None;Tbio
BACH1;688;546;282;Cancer;1161;No;None;None;None;None;Tbio
TSHZ1;689;683;876;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
NFIL3;690;427;403;Cancer;1161;No;None;None;None;None;Tbio
ZNF692;691;1039;528;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;None;Tbio
MYT1L;691;434;1133;Alzheimer Disease;1161;Yes;None;None;None;Low;Tbio
RXRB;691;447;390;Alzheimer Disease;1161;No;None;None;None;High;Tclin
ZNF341;694;675;164;Alzheimer Disease;1161;No;None;None;None;None;Tbio
HOXC5;695;660;180;Type 2 Diabetes Mellitus;1161;No;None;None;None;Medium to Low;Tbio
TSC22D1;696;1025;804;Cancer;407;Yes;None;None;None;None;Tbio
OSR2;696;596;977;Benign Prostatic Hyperplasia;407;Yes;None;None;None;None;Tbio
HAND2;698;358;491;Cancer;1161;No;None;None;None;None;Tbio
PAX7;699;187;664;Cancer;1161;No;None;None;None;None;Tbio
MSC;700;698;884;Non-Alcoholic Fatty Liver Disease;407;Yes;None;None;None;None;Tbio
CREB3;701;1085;500;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
ELF5;702;927;659;Cancer;407;No;None;Unclear;None;Medium to Low;Tbio
ASH1L;703;336;521;Chronic Obstructive Pulmonary Disease;1161;No;None;None;None;None;Tbio
OVOL2;704;984;610;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
YBX2;704;618;976;Cancer;407;Yes;None;None;None;None;Tbio
ZNF32;706;679;187;Myocardial Infarction;407;No;None;None;None;None;Tbio
FOXS1;706;981;615;Cancer;407;Yes;None;None;None;None;Tbio
RFX8;706;713;883;Cancer;1161;No;None;Anti-Longevity;None;None;Tdark
ZNF329;709;813;784;Age-Related Macular Degeneration;407;Yes;None;None;None;None;Tdark
MXD4;710;918;1088;Cancer;34;Yes;None;Anti-Longevity;Unclear;None;Tbio
SRCAP;711;590;1010;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
GPBP1;712;869;733;Cancer;407;Yes;None;None;None;None;Tbio
TBX1;713;270;603;Cancer;407;No;None;None;None;None;Tbio
MAFK;713;864;739;Type 2 Diabetes Mellitus;1161;Yes;None;None;None;Low;Tbio
AIRE;715;247;635;Age-Related Macular Degeneration;1161;No;None;None;None;Medium to Low;Tbio
ETV2;716;1052;562;Myocardial Infarction;407;No;None;Pro-Longevity;None;Medium to Low;Tbio
HOXC9;717;616;1001;Cancer;407;Yes;None;None;None;None;Tbio
SHOX2;718;411;483;Cancer;407;No;None;None;None;None;Tbio
INSM1;718;579;1045;Cancer;1161;Yes;None;None;None;None;Tbio
AEBP1;720;598;298;Type 2 Diabetes Mellitus;1161;No;None;None;None;Medium to Low;Tbio
ZBTB26;721;1068;561;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
ZNF564;722;1187;444;Osteoarthritis;407;No;None;None;Anti-Longevity;None;Tdark
HOXA7;723;1032;600;Cancer;407;Yes;None;None;None;Low;Tbio
ZNF585A;724;1195;695;Parkinson Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
DMRT1;725;416;490;Alzheimer Disease;127;No;None;None;None;None;Tbio
ZNF410;725;1174;718;Type 2 Diabetes Mellitus;1161;Yes;None;Pro-Longevity;None;None;Tbio
RFX1;727;1144;749;Cancer;127;Yes;None;Anti-Longevity;None;None;Tbio
ZNF569;728;1102;537;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
HOXB3;729;708;932;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
ZNF785;730;1250;391;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
OTP;731;904;738;Type 2 Diabetes Mellitus;407;No;None;Pro-Longevity;None;None;Tbio
ZBTB24;732;902;741;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ZSCAN2;733;815;1085;Chronic Obstructive Pulmonary Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
EEA1;734;990;661;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
DLX4;735;885;772;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
TCFL5;736;759;899;Heart Failure;407;Yes;None;None;None;None;Tbio
NEUROG3;737;748;183;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
CHCHD3;738;697;966;Cancer;407;Yes;None;None;None;None;Tbio
TFEC;738;654;1009;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
PRDM14;740;637;297;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF384;741;373;576;Alzheimer Disease;407;No;None;None;None;None;Tbio
FOXN2;741;611;1068;Cancer;1161;Yes;None;None;None;None;Tbio
NPAS4;743;950;730;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
REPIN1;744;1031;650;Non-Alcoholic Fatty Liver Disease;407;Yes;None;None;None;None;Tbio
TFCP2;745;1131;552;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ZNF366;746;332;1354;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF507;747;509;1179;Cancer;407;Yes;None;None;None;None;Tdark
HOMEZ;748;746;213;Alzheimer Disease;1161;No;None;None;None;None;Tbio
HOXA10;749;425;535;Cancer;1161;No;None;None;None;None;Tbio
TBPL2;750;771;920;Type 2 Diabetes Mellitus;407;No;None;Pro-Longevity;None;None;Tbio
CSRNP3;751;715;978;Type 2 Diabetes Mellitus;407;Yes;None;None;None;Low;Tdark
ZNF469;752;490;1205;Cancer;407;Yes;None;None;None;None;Tbio
PRMT3;752;1011;684;Cancer;407;Yes;None;None;None;Low;Tchem
ZNF335;754;289;677;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tbio
ZNF276;755;580;388;Cancer;1161;No;None;None;None;None;Tdark
IKZF4;756;890;814;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
PAX1;757;189;786;Cancer;1161;No;None;None;None;None;Tbio
RFX5;758;674;1034;Cancer;407;Yes;None;None;None;None;Tbio
SCMH1;759;397;582;Chronic Obstructive Pulmonary Disease;1161;No;None;None;None;None;Tbio
ZKSCAN3;760;1331;734;Cancer;62;Yes;None;None;Anti-Longevity;None;Tbio
ZIC5;760;907;803;Cancer;407;Yes;None;None;None;None;Tbio
CHAMP1;762;729;982;Cancer;407;Yes;None;None;None;None;Tbio
MAFA;763;921;791;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
PA2G4;764;884;829;Cancer;127;Yes;None;None;None;None;Tbio
SP5;764;939;1129;Cancer;407;Yes;None;Pro-Longevity;None;None;Tdark
E2F6;766;804;911;Cancer;407;Yes;None;None;None;Medium;Tbio
ZNF281;767;568;418;Type 2 Diabetes Mellitus;407;No;None;None;None;None;Tbio
HES5;767;1041;675;Cancer;1161;Yes;None;None;None;None;Tbio
PRDM2;767;205;781;Cancer;1161;No;None;None;None;None;Tbio
HMBOX1;770;1040;681;Cancer;407;Yes;None;None;None;None;Tbio
UBP1;771;752;240;Parkinson Disease;1161;No;None;None;None;None;Tbio
ZNF395;772;910;819;Cancer;407;Yes;None;None;None;None;Tbio
MAZ;773;1086;645;Cancer;127;Yes;None;None;None;Low;Tbio
ELF2;773;992;995;Cancer;407;Yes;None;None;Anti-Longevity;Medium to Low;Tbio
BCL6B;775;822;910;Cancer;407;Yes;None;None;None;None;Tbio
ZNF385A;776;806;929;Cancer;407;Yes;None;None;None;None;Tbio
HOXA2;777;764;975;Cancer;407;Yes;None;None;None;None;Tbio
ZBTB33;778;1197;799;Cancer;127;Yes;None;None;None;None;Tbio
ZNF574;778;847;893;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tdark
BATF;780;442;569;Cancer;127;No;None;None;None;None;Tbio
ZNF667;780;1210;787;Cancer;1161;Yes;None;None;Anti-Longevity;None;Tbio
SAFB;782;863;880;Cancer;407;Yes;None;None;None;None;Tbio
ZFP90;783;828;1172;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZBTB37;783;818;196;Alzheimer Disease;1161;No;None;None;None;None;Tdark
LHX6;785;838;178;Alzheimer Disease;1161;No;None;None;None;None;Tbio
RAG1;785;254;762;Cancer;1161;No;None;None;None;None;Tbio
TMF1;787;682;1065;Cancer;407;Yes;None;None;None;None;Tbio
ZNF300;788;1163;843;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
BNC1;789;704;1047;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
HOXB6;790;882;875;Alzheimer Disease;407;Yes;None;None;None;Medium to Low;Tbio
NKRF;791;1364;394;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
HES7;792;435;1325;Cancer;407;Yes;None;None;None;None;Tbio
NEUROG2;793;903;858;Parkinson Disease;407;Yes;None;None;None;None;Tbio
ZBTB41;793;1184;577;Age-Related Macular Degeneration;407;No;None;None;Anti-Longevity;None;Tdark
HOXC10;795;388;644;Cancer;1161;No;None;None;None;Low;Tbio
PAX2;796;211;823;Cancer;1161;No;None;None;None;Low;Tbio
ZNF24;797;726;1042;Cancer;407;Yes;None;None;None;None;Tbio
SGSM2;798;850;925;Cancer;407;Yes;None;None;None;None;Tbio
ZC3H8;799;924;123;Alzheimer Disease;1161;No;None;None;None;None;Tbio
LHX8;800;642;1137;Cancer;407;Yes;None;None;None;None;Tbio
MKX;801;691;360;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZBTB9;801;912;139;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF579;803;886;167;Alzheimer Disease;1161;No;None;None;None;None;Tdark
HOXB5;804;777;1007;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
GTF2IRD2;805;673;383;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF44;806;1214;574;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF485;807;786;275;Myocardial Infarction;1161;No;None;None;None;None;Tdark
ZNF830;808;1147;649;Age-Related Macular Degeneration;407;Yes;None;None;None;None;Tdark
ZNF398;809;887;912;Cancer;407;Yes;None;None;None;None;Tbio
HOXD8;810;756;1048;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
NR0B1;811;402;674;Cancer;1161;No;None;None;None;Low;Tbio
L3MBTL4;812;845;233;Alzheimer Disease;1161;No;None;None;None;None;Tbio
E2F5;813;983;827;Cancer;407;Yes;None;None;None;Medium;Tbio
ZKSCAN2;814;1008;1061;Chronic Obstructive Pulmonary Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
HOXA1;815;517;567;Cancer;1161;No;None;None;None;None;Tbio
GLMP;816;661;1155;Non-Alcoholic Fatty Liver Disease;407;Yes;None;None;None;None;Tdark
ZNF418;817;1352;722;Myocardial Infarction;127;Yes;None;None;Anti-Longevity;None;Tbio
DUX4;818;1150;670;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
ZNF717;819;873;1204;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF704;820;780;1044;Cancer;407;Yes;None;None;None;None;Tdark
DLX6;821;514;581;Cancer;407;No;None;None;None;Medium to Low;Tbio
TBX4;821;216;879;Alzheimer Disease;1161;No;None;None;None;None;Tbio
UNCX;821;412;1413;Cancer;1161;No;None;None;None;None;Tbio
SOX3;824;394;702;Ischemic Stroke;407;No;None;None;None;None;Tbio
HOXA6;824;1016;810;Cancer;1161;Yes;None;None;None;Medium to Low;Tbio
ZNF501;826;1252;575;Cancer;407;Yes;None;None;None;Low;Tdark
ARID5A;827;930;900;Cancer;407;Yes;None;None;None;None;Tbio
ZNF711;828;889;1201;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF821;829;901;934;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
NHLH1;830;769;1323;Cancer;127;Yes;None;Anti-Longevity;None;Low;Tbio
ZNF23;831;919;1176;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ANKZF1;832;893;219;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF471;833;997;1105;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
TGIF2;834;1050;797;Cancer;407;No;None;Unclear;None;None;Tbio
PURB;835;976;1128;Cancer;407;Yes;None;None;None;None;Tbio
PRDM8;836;800;1051;Cancer;407;Yes;None;None;None;None;Tbio
RFX2;837;559;1294;Chronic Obstructive Pulmonary Disease;407;No;None;Anti-Longevity;None;None;Tbio
NKX6-3;838;909;223;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
SIX4;839;1080;783;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
PHOX2B;840;193;941;Type 2 Diabetes Mellitus;407;No;None;None;None;None;Tbio
FEZF2;840;762;1102;Cancer;407;Yes;None;None;None;None;Tbio
ZNF845;840;1118;746;Age-Related Macular Degeneration;1161;No;None;None;Anti-Longevity;None;Tdark
MAFG;843;1048;820;Cancer;407;Yes;None;None;None;None;Tbio
CSRNP1;843;812;1056;Cancer;407;Yes;None;None;None;None;Tbio
ZNF678;845;929;1196;Chronic Obstructive Pulmonary Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF878;846;1069;806;Age-Related Macular Degeneration;407;No;None;None;Anti-Longevity;None;Tdark
MESP1;847;1254;622;Cancer;407;Yes;None;None;None;None;Tbio
ZNF146;848;1108;769;Cancer;407;Yes;None;None;None;None;Tbio
ATOH7;849;420;728;Age-Related Macular Degeneration;407;No;None;None;None;None;Tbio
MBD3;849;1006;872;Cancer;407;Yes;None;None;None;None;Tbio
FOXJ2;849;938;940;Cancer;1161;Yes;None;None;None;None;Tbio
ZBTB2;852;1020;1119;Cancer;407;Yes;None;None;None;None;Tbio
DLX1;853;1078;811;Cancer;407;Yes;None;None;None;None;Tbio
ZNF750;854;894;999;Cancer;407;Yes;None;None;None;None;Tbio
CC2D1A;855;851;313;Alzheimer Disease;1161;No;None;None;None;None;Tbio
NEUROD2;856;499;669;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ERF;857;462;709;Cancer;1161;No;None;None;None;Medium to Low;Tbio
LHX3;857;381;790;Cancer;1161;No;None;None;None;None;Tbio
ZNF789;859;560;1342;Cancer;407;Yes;None;None;None;None;Tdark
ZNF296;860;829;1081;Cancer;407;Yes;None;None;None;None;Tbio
TEAD2;861;1206;962;Cancer;127;Yes;None;None;None;None;Tbio
NANOGP8;862;1200;713;Cancer;407;No;None;Pro-Longevity;None;None;Tdark
ZNF683;863;1120;795;Cancer;127;No;None;Pro-Longevity;None;None;Tbio
VENTX;863;1383;887;Cancer;407;Yes;None;None;None;None;Tbio
HEYL;865;765;421;Alzheimer Disease;1161;No;None;None;None;None;Tbio
FOXR2;866;860;327;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
TFDP2;867;468;720;Type 2 Diabetes Mellitus;407;No;None;None;None;None;Tbio
ZNF780A;867;963;955;Parkinson Disease;1161;No;None;None;Anti-Longevity;None;Tdark
ATF6B;869;1320;856;Cancer;127;Yes;None;Anti-Longevity;None;Medium to Low;Tbio
SALL3;870;839;1083;Cancer;407;Yes;None;None;None;None;Tbio
POU4F2;871;567;632;Age-Related Macular Degeneration;407;No;None;None;None;None;Tbio
ZNF140;871;1321;608;Type 2 Diabetes Mellitus;1161;Yes;None;None;None;None;Tdark
ALX4;873;267;933;Cancer;407;No;None;None;None;None;Tbio
ZNF891;873;1278;652;Type 2 Diabetes Mellitus;1161;Yes;None;None;None;None;Tdark
ZNF184;875;1448;838;Parkinson Disease;62;Yes;None;Pro-Longevity;Anti-Longevity;None;Tbio
DR1;876;410;794;Parkinson Disease;1161;No;None;None;None;Medium to Low;Tbio
HES6;877;1232;704;Cancer;407;Yes;None;None;None;None;Tbio
ZBTB48;878;1171;768;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
BATF2;879;1047;894;Cancer;407;Yes;None;None;None;None;Tbio
ZNF461;879;1481;460;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
HOXB13;881;684;529;Cancer;1161;No;None;None;None;None;Tbio
POU6F1;882;975;969;Cancer;127;No;None;Anti-Longevity;None;None;Tbio
GLYR1;882;876;1324;Cancer;407;Yes;None;Anti-Longevity;None;None;Tbio
PRR12;882;561;653;Heart Failure;1161;No;None;None;None;None;Tdark
PTF1A;885;621;597;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tbio
FOXN4;886;831;389;Myocardial Infarction;1161;No;None;None;None;None;Tbio
HOXD3;887;530;691;Cancer;1161;No;None;None;None;Medium to Low;Tbio
GSC;888;470;752;Cancer;1161;No;None;None;None;Medium to Low;Tbio
AKNA;889;510;715;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
KLF11;890;572;657;Type 2 Diabetes Mellitus;407;No;None;None;None;None;Tbio
TIGD2;890;895;1064;Chronic Obstructive Pulmonary Disease;1161;Yes;None;None;None;None;Tdark
NFYC;892;1142;818;Cancer;407;Yes;None;None;None;None;Tbio
RAX2;893;985;247;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tbio
GTF2IRD2B;894;609;625;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF778;895;952;1020;Type 2 Diabetes Mellitus;407;No;None;None;Anti-Longevity;None;Tdark
MYOG;896;690;553;Cancer;1161;No;None;None;None;None;Tbio
HOXC11;896;316;927;Cancer;1161;No;None;None;None;None;Tbio
CAMTA2;898;978;1000;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ZNF132;899;1221;1015;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF598;900;1211;770;Cancer;407;Yes;None;None;None;None;Tbio
PRDM13;901;529;723;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tbio
ASCL2;902;857;399;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
SRY;902;564;692;Cancer;1161;No;None;None;None;Low;Tbio
DMTF1;904;1229;1014;Cancer;407;Yes;None;None;None;None;Tbio
ZNF768;905;1281;707;Cancer;407;Yes;None;None;None;None;Tdark
ZNF438;906;576;1413;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
PRDM12;907;959;1033;Cancer;407;Yes;None;None;None;None;Tbio
AHDC1;908;646;1347;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ARID3B;909;1088;906;Cancer;407;Yes;None;None;None;None;Tbio
SP110;909;785;1209;Cancer;407;Yes;None;None;None;None;Tbio
ZNF492;911;1462;533;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
NACC2;912;1237;763;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ZNF703;913;879;393;Type 2 Diabetes Mellitus;127;No;None;None;None;None;Tbio
NKX2-8;913;1093;909;Cancer;407;Yes;None;None;None;None;Tbio
PRDM10;913;1081;921;Cancer;407;Yes;None;None;None;None;Tbio
ZNF234;913;1266;992;Alzheimer Disease;1161;Yes;None;None;Anti-Longevity;None;Tdark
ZNF326;917;954;1052;Cancer;407;Yes;None;None;None;None;Tbio
ZNF257;918;1018;261;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
TIGD1;919;1139;874;Cancer;407;Yes;None;None;None;Low;Tdark
ZNF77;920;1122;162;Myocardial Infarction;1161;No;None;None;None;None;Tbio
POU5F2;921;1084;934;Benign Prostatic Hyperplasia;407;No;None;Anti-Longevity;None;None;Tdark
LHX4;922;809;1210;Cancer;62;Yes;None;None;None;None;Tbio
NPAS1;922;1146;1228;Parkinson Disease;407;Yes;None;Unclear;Anti-Longevity;None;Tbio
ZNF419;924;1271;758;Cancer;407;Yes;None;None;None;None;Tdark
CREBZF;925;1191;844;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
DNTTIP1;926;971;1066;Cancer;407;Yes;None;None;None;None;Tbio
MYF5;927;562;747;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
LYL1;928;294;1018;Cancer;1161;No;None;None;None;None;Tbio
HMGN3;929;1198;852;Type 2 Diabetes Mellitus;127;Yes;None;None;None;None;Tbio
INSM2;929;1007;1043;Non-Alcoholic Fatty Liver Disease;407;Yes;None;None;None;None;Tbio
ZNF334;929;1202;1104;Cancer;407;Yes;None;None;Anti-Longevity;None;Tdark
CEBPE;932;341;980;Atherosclerosis;1161;No;None;None;None;None;Tbio
ZNF645;933;841;485;Cancer;1161;No;None;None;None;None;None
ZHX1;933;1132;194;Alzheimer Disease;1161;No;None;None;None;None;Tbio
GMEB1;935;1330;732;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
ZNF695;935;1123;939;Cancer;407;Yes;None;None;None;None;Tdark
TFAP2D;937;569;764;Cancer;1161;No;None;None;None;None;Tbio
NFYB;938;1257;808;Cancer;407;Yes;None;None;None;None;Tbio
DACH2;938;962;1103;Cancer;407;Yes;None;None;None;None;Tbio
ZNF468;940;1043;1023;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
GPBP1L1;941;1095;245;Age-Related Hearing Impairment;1161;No;None;None;None;None;Tdark
ZNF248;942;1019;1053;Cancer;407;Yes;None;None;None;None;Tdark
ZNF69;943;1227;846;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
PRDM4;943;917;1156;Cancer;407;Yes;None;None;None;None;Tbio
ZNF420;945;854;1220;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tbio
ZNF10;946;1497;579;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
JRK;947;914;1166;Cancer;407;Yes;None;None;None;None;Tdark
ZNF407;948;760;1322;Cancer;407;Yes;None;None;None;None;Tbio
ZNF480;949;1419;924;Type 2 Diabetes Mellitus;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF219;950;835;1253;Parkinson Disease;407;Yes;None;None;None;None;Tbio
ZNF277;951;1066;1024;Cancer;407;Yes;None;None;None;None;Tbio
ZFP1;951;968;1122;Cancer;407;Yes;None;None;None;None;Tbio
ZNF668;953;798;566;Parkinson Disease;407;No;None;None;None;None;Tbio
SOX12;953;1261;833;Cancer;1161;Yes;None;None;None;None;Tbio
